19.1711 17.6627 16.9633 16.6589 16.4254 0.075425 0.000735076
17.8339 16.0603 15.2756 14.9411 14.67 0.0473088 0.000123015
19.4924 17.7911 16.8446 16.3533 16.0243 0.075209 0.000393925
20.8318 19.0214 18.1391 17.6094 17.0731 0.131067 0.000252981
18.7056 16.6385 15.6452 15.2564 14.9338 0.131141 0.000217805
19.6139 17.6827 16.7591 16.3717 16.0902 0.13193 1.68462e-05
18.3775 17.677 17.5028 17.2831 17.228 0.0431022 0.00138621
19.3487 18.2825 17.3868 17.046 16.8468 0.213281 0.00136105
20.442 18.6251 17.6184 17.1993 16.9008 0.140402 0.000160547
18.6689 17.0702 16.2907 15.8775 15.5514 0.0709836 0.000424139
20.2138 18.5376 17.4775 17.0529 16.7617 0.139539 0.000133595
22.6666 20.2819 18.5136 17.9176 17.5651 0.33483 0.0161918
19.9952 18.6022 17.7085 17.2146 16.9073 0.213154 0.000716723
19.0286 17.3993 16.8232 16.4173 16.2548 0.0759977 0.000249046
19.1689 17.896 16.9539 16.5214 16.1977 0.174413 0.000983036
19.2982 17.7512 16.8962 16.4928 16.1784 0.174995 0.000219497
18.8309 18.2371 17.5595 17.2252 17.0745 0.183454 0.00238871
16.7967 15.8611 15.4781 15.2484 15.1439 0.0537913 0.00092603
21.0869 19.9576 18.4561 17.8468 17.4656 0.268106 0.00339372
20.2301 18.2698 17.5215 17.1306 16.8502 0.156242 0.00319974
22.1022 20.7931 18.8571 18.2467 17.8548 0.40717 0.00636994
20.3101 18.3992 17.3169 16.9074 16.5689 0.174835 0.00247695
20.5789 19.1218 17.6648 17.3083 17.004 0.239285 0.000675959
18.7697 17.7296 17.2499 16.9352 16.7474 0.104356 0.00163873
19.3696 18.9355 18.8424 18.8491 19.0676 0.0384826 0.00519201
19.7264 17.8535 16.968 16.6027 16.3007 0.104434 0.00010136
20.8351 19.4788 17.9727 17.4326 17.1174 0.303001 0.00290585
19.7885 18.4111 17.5665 17.138 16.8205 0.158024 0.000913013
18.8041 17.117 16.1025 15.6926 15.4174 0.173156 1.41061e-05
19.4481 18.4341 17.7348 17.3939 17.0932 0.175488 0.00313088
18.8512 16.986 16.1758 15.7876 15.5032 0.125678 8.74196e-05
20.6174 18.4154 17.3125 16.9001 16.6075 0.176109 0.00106344
19.5406 18.0116 16.9009 16.5424 16.2131 0.131533 9.06232e-05
19.41 17.4265 16.5129 16.1528 15.8512 0.104411 5.74764e-05
19.5293 17.8464 16.6513 16.2013 15.8527 0.175227 9.02609e-05
19.0186 17.5417 16.1977 15.7249 15.3941 0.10387 0.000378574
17.9193 16.2005 15.452 15.0842 14.8305 0.0810854 9.57724e-05
20.1301 17.8678 16.9336 16.5727 16.2981 0.130257 0.00131931
21.5532 19.9179 18.3135 17.7302 17.4706 0.304652 0.000394488
20.5375 18.4965 17.5333 17.1748 16.9053 0.128533 0.00130243
20.6599 18.5766 17.5279 17.0475 16.6807 0.131959 0.00220848
20.0987 17.9483 16.9966 16.6217 16.2972 0.131469 0.000905669
20.8458 19.9028 18.2534 17.713 17.369 0.334925 0.00587978
20.2512 18.8255 18.0707 17.7365 17.5925 0.188754 0.00212467
19.7866 18.1212 17.154 16.748 16.3899 0.14011 0.000390773
21.0142 18.3148 17.243 16.685 16.2441 0.1437 0.0121101
17.8562 17.0368 16.7305 16.5006 16.3443 0.0756336 0.000879637
17.0454 15.6709 15.1055 14.8126 14.5737 0.0255484 0.0012203
20.0494 18.4348 17.5499 17.2021 16.8725 0.125743 1.31716e-05
22.3603 20.7003 18.7676 18.1814 17.8682 0.340151 0.0035253
18.7903 16.8839 16.1351 15.7855 15.5026 0.0387617 8.4262e-05
19.4137 18.3559 17.6528 17.3432 17.1198 0.125972 0.00244349
18.6098 17.2302 16.5543 16.2662 16.0442 0.0388947 0.000786663
20.264 18.9235 17.6769 17.2035 16.8519 0.216808 0.001691
18.5462 17.3837 16.7258 16.2914 15.9862 0.040003 0.00150226
18.7163 16.8964 15.9019 15.4883 15.1541 0.131949 0.000116489
18.107 16.1815 15.3401 14.9752 14.6934 0.0663883 8.26071e-05
20.0608 18.2928 17.283 16.9169 16.5924 0.140079 0.00051365
19.2481 18.1311 17.4965 17.3499 17.1972 0.0387802 0.00215476
15.767 14.7633 14.2415 13.9422 13.6838 0.0304918 0.00019284
16.3647 15.0698 14.5023 14.2097 13.9876 0.0154324 0.000248154
18.0261 16.7349 16.1217 15.8351 15.6216 0.0658558 0.000687898
19.7889 18.4732 17.4353 17.0006 16.6692 0.165558 0.00216089
20.1952 18.4986 17.4451 17.0413 16.7134 0.131693 0.000450677
18.8125 17.5191 16.8559 16.5509 16.3695 0.0660732 0.000996686
20.0138 18.4326 17.7617 17.3933 17.2152 0.0719881 0.000653356
22.499 19.9287 18.176 17.631 17.3013 0.332683 0.014479
19.6031 18.3205 17.6063 17.2166 16.8984 0.131393 0.00116935
19.8458 18.3583 17.3927 17.0302 16.7064 0.158153 0.000327711
